CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
778939683,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,32,4,3,2,2821,951,1870,0.58,1452,38,1.92,0.34
713322633,Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,43,4,3,3,2706,2517,189,0.51,1682,39,0.63,0.93
754671558,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,43,6,1,4,2999,1958,1041,0.61,2073,48,0.71,0.65
719291283,Existing Customer,36,F,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226,1607,619,0.66,2660,62,1.00,0.72
720659283,Existing Customer,37,M,5,Graduate,Married,$60K - $80K,Blue,31,5,3,4,3351,1847,1504,0.67,1910,43,0.59,0.55
719535558,Existing Customer,47,M,4,College,Divorced,$40K - $60K,Blue,36,5,1,1,5570,1858,3712,0.78,4129,72,0.64,0.33
771032658,Existing Customer,54,M,3,Unknown,Married,$80K - $120K,Blue,41,3,3,2,10448,1569,8879,0.48,1604,39,0.44,0.15
709468683,Existing Customer,64,F,0,High School,Married,Less than $40K,Blue,56,6,2,2,2174,1397,777,0.62,1755,39,0.50,0.64
719455908,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,38,3,3,3,31501,0,31501,0.70,3742,75,0.79,0.00
816890883,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,30,6,3,3,21695,1257,20438,0.79,2266,74,0.48,0.06
709826058,Existing Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,1,34516,2435,32081,0.73,1805,34,0.62,0.07
735008958,Existing Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,35,6,3,2,13650,1253,12397,0.74,1703,53,0.71,0.09
713766183,Existing Customer,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,16156,2517,13639,0.80,4160,81,0.65,0.16
719148633,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,46,6,2,4,2413,2015,398,0.47,1398,24,0.71,0.84
789266208,Existing Customer,56,M,2,High School,Married,$80K - $120K,Blue,45,3,2,3,5920,1589,4331,0.51,1408,28,0.27,0.27
718373658,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,28,6,3,0,5841,2463,3378,1.05,3817,81,0.76,0.42
712255458,Existing Customer,37,M,3,High School,Single,$60K - $80K,Blue,36,3,1,5,8418,2051,6367,0.85,2879,63,0.70,0.24
789494133,Existing Customer,30,M,0,High School,Married,Less than $40K,Blue,21,5,4,3,2490,1259,1231,1.08,2441,53,0.51,0.51
714178458,Existing Customer,45,M,3,Post-Graduate,Married,$80K - $120K,Blue,35,3,3,2,20640,1603,19037,0.53,1792,53,0.40,0.08
717595908,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,37,5,1,1,9453,2188,7265,0.57,1688,45,0.45,0.23
798114033,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,40,4,2,4,7949,1514,6435,0.86,3355,58,0.66,0.19
709479558,Existing Customer,36,F,4,College,Single,Less than $40K,Blue,36,3,2,1,2758,2168,590,1.05,3073,86,0.79,0.79
778148283,Existing Customer,48,M,2,Doctorate,Single,$120K +,Blue,41,5,2,1,20148,1084,19064,0.79,3921,74,0.54,0.05
719363283,Existing Customer,59,F,0,Doctorate,Single,Less than $40K,Blue,36,3,1,2,1438.3,0,1438.3,0.69,1904,47,0.38,0.00
716225433,Existing Customer,60,M,1,Uneducated,Single,$80K - $120K,Blue,51,6,3,4,26566,2517,24049,0.99,3103,65,0.63,0.10
719882583,Existing Customer,44,M,5,Graduate,Single,$60K - $80K,Blue,34,3,3,5,13477,2057,11420,0.68,3866,67,0.63,0.15
711076533,Existing Customer,65,M,0,College,Divorced,Less than $40K,Blue,42,5,3,2,9706,1968,7738,1.02,3435,58,0.71,0.20
820651908,Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,5,2,4,7457,0,7457,0.72,3162,64,0.73,0.00
710884683,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Silver,40,6,2,5,34516,807,33709,0.97,3937,80,1.05,0.02
797468658,Existing Customer,53,M,3,High School,Married,$120K +,Blue,47,5,1,3,19081,2431,16650,0.37,1536,31,0.48,0.13
716375883,Existing Customer,53,F,3,Uneducated,Married,Unknown,Blue,36,6,2,2,2447,1558,889,0.51,1716,38,0.46,0.64
711534183,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,36,4,2,4,28830,0,28830,0.79,3533,57,0.97,0.00
721083258,Existing Customer,37,F,4,High School,Divorced,$40K - $60K,Blue,22,5,1,3,2563,1638,925,0.68,2064,46,0.92,0.64
717986058,Existing Customer,29,F,0,High School,Single,Less than $40K,Blue,13,6,3,5,5240,1608,3632,1.24,2712,64,0.78,0.31
804610908,Existing Customer,49,F,2,Doctorate,Married,Less than $40K,Blue,44,4,3,0,3397,1962,1435,0.48,3295,66,0.61,0.58
717602733,Existing Customer,47,M,3,Doctorate,Single,Less than $40K,Blue,35,4,3,2,1842,0,1842,0.73,4165,67,0.63,0.00
770952933,Existing Customer,53,F,1,Unknown,Married,Less than $40K,Blue,40,4,2,4,2383,1938,445,0.60,1616,37,0.68,0.81
713233908,Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K,Blue,21,5,3,3,20791,0,20791,0.74,2883,93,0.76,0.00
755365233,Existing Customer,34,M,1,Graduate,Unknown,$60K - $80K,Blue,27,5,2,4,19900,1581,18319,0.84,3948,96,0.85,0.08
715105908,Existing Customer,28,F,0,Graduate,Single,Unknown,Silver,15,3,3,3,32024,1232,30792,1.04,2507,64,0.88,0.04
712658283,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,28,3,2,3,3701,969,2732,1.08,3222,86,0.62,0.26
708796458,Existing Customer,30,F,2,Graduate,Single,Less than $40K,Blue,18,3,1,4,4199,1903,2296,1.06,3016,67,0.76,0.45
713557533,Existing Customer,34,M,3,High School,Single,$40K - $60K,Blue,21,4,1,3,4353,1655,2698,0.81,2664,81,0.88,0.38
710524533,Attrited Customer,38,F,4,College,Married,$40K - $60K,Blue,36,4,4,4,4913,2517,2396,0.35,899,28,0.27,0.51
713412558,Existing Customer,39,F,4,Post-Graduate,Married,Less than $40K,Blue,22,3,3,1,5454,1108,4346,1.02,2674,67,0.68,0.20
720000708,Existing Customer,32,F,0,Graduate,Married,Unknown,Blue,26,3,3,2,2172,1381,791,1.15,2945,69,0.41,0.64
718934058,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,26,4,3,2,2845,2517,328,0.69,2396,51,0.50,0.89
710607408,Existing Customer,37,F,3,High School,Single,Unknown,Blue,28,3,1,4,18570,1524,17046,1.39,3999,96,0.85,0.08
717613233,Existing Customer,45,M,4,Uneducated,Married,$60K - $80K,Silver,33,5,2,4,25907,745,25162,0.61,2058,56,0.81,0.03
821710308,Existing Customer,38,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,2,2206,2018,188,0.65,1739,35,0.67,0.92
716089983,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,24,3,1,4,12050,1732,10318,0.80,2015,46,0.70,0.14
720430083,Existing Customer,65,M,0,High School,Unknown,Less than $40K,Blue,36,3,3,2,2107,1008,1099,0.95,3913,67,0.52,0.48
712071708,Existing Customer,63,F,0,Graduate,Married,Less than $40K,Blue,36,6,3,4,2107,1351,756,0.52,1320,35,0.52,0.64
770721858,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,56,3,2,5,3539,2517,1022,0.35,1463,31,0.63,0.71
751381458,Existing Customer,43,F,3,College,Married,Unknown,Blue,36,3,3,4,27175,775,26400,0.54,3814,72,0.80,0.03
715629783,Existing Customer,51,M,1,Graduate,Married,$40K - $60K,Silver,36,6,2,2,17905,980,16925,0.73,4399,64,0.78,0.06
768886533,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,31,3,1,3,4940,1199,3741,1.57,3246,57,0.90,0.24
711023508,Existing Customer,55,F,1,Graduate,Married,Unknown,Blue,43,5,4,2,3161,1389,1772,0.31,1547,30,0.43,0.44
711291558,Existing Customer,27,M,0,Uneducated,Single,$60K - $80K,Blue,36,4,3,3,2464,0,2464,0.50,2636,50,0.43,0.00
714929283,Existing Customer,34,F,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3203,2229,974,1.15,2625,52,0.63,0.70
716285358,Existing Customer,32,F,1,College,Divorced,Less than $40K,Blue,36,3,5,4,1835,1017,818,0.82,2801,79,0.52,0.55
710958033,Existing Customer,49,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2,2,1993,0,1993,0.54,4075,76,0.69,0.00
711368283,Existing Customer,39,M,2,Unknown,Married,$80K - $120K,Blue,27,3,3,2,34516,1629,32887,1.08,3448,53,1.04,0.05
807275733,Existing Customer,27,M,0,Post-Graduate,Single,Unknown,Blue,22,5,2,2,7130,873,6257,0.53,2498,37,0.32,0.12
708231183,Existing Customer,30,M,1,Uneducated,Divorced,Unknown,Blue,22,5,3,4,12539,910,11629,0.86,2643,72,0.67,0.07
789690483,Existing Customer,39,M,4,High School,Married,$80K - $120K,Blue,25,6,2,3,8208,0,8208,1.57,3135,39,1.17,0.00
789338583,Existing Customer,42,M,2,Doctorate,Married,$80K - $120K,Blue,32,4,2,2,26222,1073,25149,1.29,1988,30,0.58,0.04
717411483,Existing Customer,55,M,4,College,Divorced,$80K - $120K,Blue,36,4,2,3,34173,1194,32979,1.06,3731,69,0.82,0.04
720799608,Existing Customer,57,F,2,Graduate,Married,$40K - $60K,Blue,49,5,1,2,3377,1720,1657,0.49,1621,32,0.39,0.51
714112383,Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,43,6,3,2,5882,2335,3547,0.58,1380,30,0.67,0.40
717994608,Existing Customer,51,M,0,Graduate,Married,$80K - $120K,Blue,40,4,3,2,7158,0,7158,0.90,2113,60,0.88,0.00
798558783,Existing Customer,47,M,3,Graduate,Married,Less than $40K,Blue,41,6,1,4,5833,1747,4086,0.55,3732,75,0.53,0.30
716875083,Existing Customer,26,F,0,High School,Single,$40K - $60K,Blue,36,6,3,4,4152,0,4152,0.80,2351,42,0.31,0.00
714603558,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,24,6,2,3,11699,1758,9941,0.87,2007,46,1.00,0.15
789903708,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,6,3,2,4505,1562,2943,0.60,3968,68,0.62,0.35
801989733,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,48,6,3,2,7667,1193,6474,1.10,3915,76,0.62,0.16
789504183,Existing Customer,37,M,4,Graduate,Single,$120K +,Blue,28,3,3,4,34516,0,34516,0.57,2574,62,0.77,0.00
714574083,Existing Customer,36,F,3,Graduate,Single,Less than $40K,Blue,31,3,2,3,2937,2159,778,0.67,2511,51,0.70,0.74
717978033,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,5,3,4,5257,1572,3685,0.73,2822,73,0.66,0.30
711256908,Existing Customer,39,M,2,High School,Single,$60K - $80K,Blue,28,6,3,3,10331,957,9374,0.70,3695,81,0.65,0.09
721023708,Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,36,3,3,3,17557,0,17557,0.67,2142,62,0.38,0.00
714522258,Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,48,6,3,2,4366,1590,2776,0.48,1596,37,0.42,0.36
714247458,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,46,6,2,2,8037,2276,5761,0.41,3271,71,0.54,0.28
780416433,Existing Customer,38,M,2,Unknown,Married,Less than $40K,Blue,25,4,1,3,8740,734,8006,1.07,2169,38,0.65,0.08
713644758,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,36,6,2,3,8514,2013,6501,0.66,4098,74,0.54,0.24
712700358,Existing Customer,36,F,4,Uneducated,Single,Less than $40K,Blue,26,4,3,2,2002,1377,625,0.67,2411,60,0.71,0.69
779873508,Existing Customer,51,F,0,High School,Married,Less than $40K,Blue,35,5,3,4,3132,1815,1317,1.02,3607,60,0.94,0.58
779342958,Existing Customer,26,F,0,College,Married,$40K - $60K,Blue,13,2,3,3,2010,1070,940,0.91,3625,85,0.64,0.53
711738333,Existing Customer,34,M,2,Graduate,Married,$80K - $120K,Blue,23,6,2,3,7567,1776,5791,1.28,2361,45,0.88,0.24
709413933,Attrited Customer,56,M,2,High School,Single,$40K - $60K,Blue,40,2,6,4,2381,651,1730,0.59,1920,46,0.59,0.27
720323208,Existing Customer,43,M,2,Graduate,Married,$120K +,Silver,31,6,2,4,34516,2398,32118,0.92,4976,88,0.69,0.07
708132783,Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,42,6,2,2,16411,1179,15232,0.85,3929,71,0.73,0.07
713372583,Existing Customer,42,F,4,High School,Single,Less than $40K,Blue,19,3,2,0,1438.3,0,1438.3,0.68,3786,67,0.52,0.00
710092683,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,30,2,3,2,3735,1421,2314,0.57,1837,47,0.74,0.38
779284833,Existing Customer,55,M,2,Post-Graduate,Single,$60K - $80K,Blue,37,3,3,1,22127,1799,20328,0.76,3591,63,0.75,0.08
713426358,Existing Customer,28,F,0,College,Married,Unknown,Blue,36,3,2,3,5685,0,5685,1.33,2395,62,1.00,0.00
717132633,Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,Blue,50,3,2,2,7348,1466,5882,1.24,3066,61,0.69,0.20
714967233,Attrited Customer,52,M,2,Doctorate,Married,$120K +,Blue,34,3,2,3,11188,0,11188,0.66,2109,47,0.62,0.00
767587833,Existing Customer,44,M,3,Unknown,Single,$120K +,Blue,37,3,1,5,3650,2512,1138,0.74,4599,75,0.47,0.69
714954033,Existing Customer,29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,5,2,3,5076,1223,3853,0.83,2675,57,0.63,0.24
716154258,Existing Customer,48,M,4,Doctorate,Unknown,$60K - $80K,Silver,38,3,2,2,32658,1482,31176,0.94,2023,37,0.54,0.05
755399433,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,28634,926,27708,0.62,4549,68,0.66,0.03
709876008,Existing Customer,49,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,3414,1473,1941,0.60,1803,49,1.13,0.43
709918158,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,23,5,6,1,12315,0,12315,0.90,2028,51,0.55,0.00
713350908,Existing Customer,41,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,3,3,2690,1912,778,0.69,3636,68,0.70,0.71
715759458,Existing Customer,43,M,3,Graduate,Single,$80K - $120K,Blue,31,6,2,4,12165,0,12165,1.16,4066,74,0.68,0.00
713976258,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,4,1,3,1792,989,803,1.20,3102,63,0.70,0.55
790174608,Existing Customer,37,M,1,Doctorate,Single,$80K - $120K,Blue,30,6,3,2,19300,1181,18119,0.76,2660,70,0.80,0.06
771335358,Existing Customer,37,M,2,College,Divorced,$40K - $60K,Blue,24,3,3,4,8120,2098,6022,0.83,3161,54,0.69,0.26
708382083,Existing Customer,49,M,5,High School,Married,$80K - $120K,Blue,36,6,2,2,2292,0,2292,0.98,2584,60,0.50,0.00
771829758,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,3,3,21434,1345,20089,0.60,2143,46,0.59,0.06
767333808,Existing Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,43,5,3,4,3424,0,3424,0.77,4929,74,0.57,0.00
721385433,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,51,3,3,4,2787,1201,1586,0.37,1662,39,0.63,0.43
794293908,Existing Customer,36,F,3,College,Single,Unknown,Blue,30,3,2,3,8696,1482,7214,1.00,2847,67,0.97,0.17
720409608,Existing Customer,45,M,3,High School,Married,$120K +,Blue,35,6,2,3,32446,1974,30472,0.62,1717,39,0.70,0.06
717830583,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3,3,9133,2140,6993,0.65,4101,88,0.63,0.23
715455708,Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,2,5116,1468,3648,0.91,2361,49,0.63,0.29
719108358,Existing Customer,39,M,2,Post-Graduate,Married,$80K - $120K,Blue,31,5,2,1,18974,2517,16457,1.37,2783,56,1.00,0.13
769323183,Existing Customer,51,M,4,Uneducated,Single,$120K +,Blue,45,6,2,3,12101,2517,9584,0.73,2086,44,0.76,0.21
820020258,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,46,5,3,4,5379,962,4417,0.83,1778,40,0.29,0.18
719234883,Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,49,5,3,3,32676,2134,30542,0.80,3990,88,0.76,0.07
807349158,Existing Customer,36,M,4,Doctorate,Divorced,$120K +,Blue,31,4,3,4,34516,1491,33025,0.93,2243,60,0.94,0.04
710799783,Existing Customer,35,M,2,Unknown,Married,$120K +,Blue,36,4,3,4,15202,1779,13423,1.39,3143,60,0.58,0.12
778456983,Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,23,5,3,3,2222,1205,1017,0.40,1823,49,0.36,0.54
708644208,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,34,5,2,4,5858,0,5858,0.85,3355,77,0.60,0.00
711659958,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,4,2,1,2692,1869,823,0.74,1594,36,0.90,0.69
798988983,Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,45,6,3,2,7165,2037,5128,0.83,3553,78,0.90,0.28
710760258,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,38,4,3,4,1438.3,0,1438.3,1.08,4740,81,0.65,0.00
799700208,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Silver,32,5,1,1,26988,1587,25401,0.97,3732,70,0.80,0.06
772401933,Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,26,3,3,2,2517,0,2517,0.95,3569,62,0.77,0.00
787460883,Attrited Customer,41,M,3,Uneducated,Married,$40K - $60K,Blue,28,3,3,4,11091,0,11091,0.52,1234,34,0.31,0.00
770937183,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Silver,27,3,1,2,10745,2084,8661,0.85,3502,87,0.93,0.19
715468083,Existing Customer,40,F,2,Doctorate,Married,Unknown,Silver,36,3,2,4,34516,1686,32830,0.56,3146,66,0.65,0.05
807161508,Existing Customer,26,M,1,Unknown,Single,Less than $40K,Blue,20,6,3,2,2590,1748,842,0.63,2804,52,0.49,0.68
772268058,Existing Customer,46,F,4,Uneducated,Single,Less than $40K,Blue,35,5,2,3,2722,1473,1249,0.74,3129,69,0.68,0.54
710166783,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,0,8228,0,8228,0.94,4277,80,0.70,0.00
804820233,Existing Customer,38,M,2,Unknown,Divorced,$80K - $120K,Blue,33,6,3,2,11777,1781,9996,0.57,2763,62,0.88,0.15
708758658,Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,39,5,1,1,34516,543,33973,0.75,3951,76,0.90,0.02
714011358,Existing Customer,38,M,3,Graduate,Divorced,$80K - $120K,Blue,24,5,1,3,14821,0,14821,0.66,2876,60,0.62,0.00
712401033,Existing Customer,36,M,1,Unknown,Single,Less than $40K,Blue,23,4,3,1,1438.3,928,510.3,0.85,2186,59,0.69,0.65
771212508,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,21,6,3,4,6131,1270,4861,0.91,2825,93,0.82,0.21
821150958,Existing Customer,52,M,5,Graduate,Single,$80K - $120K,Blue,47,3,1,1,2047,665,1382,0.61,3452,66,0.69,0.33
792272658,Existing Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,34,3,3,4,22380,1220,21160,0.88,3756,73,0.78,0.06
809818008,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,31,3,3,5,12893,1620,11273,0.58,2300,60,0.46,0.13
803231058,Existing Customer,53,M,3,High School,Single,Less than $40K,Blue,47,5,1,1,3351,1474,1877,0.39,4294,66,0.74,0.44
715698633,Existing Customer,40,F,2,Unknown,Married,Less than $40K,Blue,36,3,1,1,5093,2376,2717,0.82,2341,57,0.54,0.47
720450108,Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,44,5,1,1,1438.3,0,1438.3,0.58,1585,37,0.61,0.00
719076858,Existing Customer,34,M,4,College,Single,$60K - $80K,Blue,20,5,1,2,2165,1952,213,0.82,2651,81,0.84,0.90
720016308,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,2,1927,1319,608,0.67,4199,77,0.75,0.68
712443558,Existing Customer,39,F,1,College,Single,Unknown,Blue,36,6,1,1,22125,0,22125,0.65,1994,57,0.73,0.00
711835758,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,42,4,5,3,34516,2099,32417,0.45,1756,35,0.25,0.06
709284333,Existing Customer,36,M,1,Uneducated,Divorced,$120K +,Blue,28,6,3,2,5260,1116,4144,0.66,2546,62,0.88,0.21
788122533,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,48,6,2,2,1438.3,0,1438.3,0.71,1336,32,0.88,0.00
709206333,Attrited Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,30,3,4,4,4333,0,4333,0.46,1558,40,0.54,0.00
713039808,Existing Customer,45,M,4,College,Married,Less than $40K,Blue,32,3,2,1,6637,0,6637,0.68,1801,48,0.60,0.00
801700233,Existing Customer,36,M,2,Graduate,Single,$120K +,Blue,28,4,3,0,3174,2462,712,0.77,3140,74,0.72,0.78
716815308,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36,4,2,5,4396,1489,2907,1.26,3942,69,0.82,0.34
821149008,Attrited Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,48,6,2,4,34516,0,34516,0.54,1661,40,0.60,0.00
720580383,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,37,3,2,4,1438.3,0,1438.3,0.87,3637,80,0.86,0.00
780202908,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,43,3,3,4,6853,1480,5373,0.51,2833,70,0.56,0.22
787504158,Existing Customer,36,F,0,Unknown,Married,Less than $40K,Blue,24,4,3,2,2570,2230,340,0.69,1755,42,0.45,0.87
716183283,Existing Customer,27,F,1,College,Divorced,Less than $40K,Blue,15,5,3,2,2166,890,1276,1.02,3563,70,0.89,0.41
824168808,Existing Customer,31,F,1,College,Divorced,Unknown,Blue,27,4,6,3,3647,1480,2167,0.76,2271,60,0.36,0.41
712936908,Existing Customer,36,M,3,Unknown,Single,$60K - $80K,Blue,36,3,1,1,11684,1786,9898,0.81,2969,88,0.80,0.15
719855958,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,6,1,4,4475,0,4475,0.71,3367,66,0.74,0.00
710112933,Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,Blue,18,6,3,2,16604,1716,14888,1.03,2580,61,0.65,0.10
768364233,Existing Customer,59,M,1,High School,Married,$40K - $60K,Blue,53,6,2,5,5446,1885,3561,0.64,1505,33,0.32,0.35
771725808,Existing Customer,43,M,3,Uneducated,Unknown,$80K - $120K,Blue,31,5,1,4,28700,769,27931,0.90,3395,71,0.58,0.03
780686358,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,30,3,1,1,2888,1676,1212,0.53,3798,58,0.81,0.58
712762758,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,34,4,2,0,9451,1280,8171,0.68,3179,79,0.98,0.14
714392808,Existing Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,43,3,4,5,13933,1019,12914,0.88,3504,62,0.77,0.07
713089458,Existing Customer,44,M,1,High School,Married,Less than $40K,Blue,33,5,2,2,6130,808,5322,0.75,3411,78,0.59,0.13
826780683,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,36,6,2,2,15008,0,15008,0.78,3943,85,0.77,0.00
780251658,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,18,4,1,4,4583,1586,2997,0.83,2395,57,0.78,0.35
772273983,Attrited Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,37,1,3,4,5268,2191,3077,0.62,2138,40,0.43,0.42
737944908,Existing Customer,58,M,2,Unknown,Married,$60K - $80K,Blue,51,4,2,2,14976,1463,13513,0.64,1599,36,0.57,0.10
720688158,Existing Customer,37,F,3,High School,Single,Less than $40K,Blue,25,3,2,4,2282,0,2282,0.74,2751,68,0.66,0.00
719902908,Attrited Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,36,3,3,3,5130,0,5130,0.41,1434,31,0.29,0.00
771682533,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,31,4,3,2,5702,0,5702,0.77,3928,75,0.74,0.00
708193008,Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,3,4,14480,0,14480,0.70,1616,43,0.65,0.00
772449858,Existing Customer,51,M,3,Graduate,Divorced,$40K - $60K,Blue,41,5,3,4,7570,1388,6182,0.91,3849,70,0.59,0.18
715992558,Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Blue,38,4,2,2,12878,1628,11250,0.54,1968,59,0.74,0.13
708502908,Existing Customer,61,M,2,High School,Single,$60K - $80K,Silver,48,5,2,3,26218,0,26218,0.74,3925,88,0.83,0.00
720132258,Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,36,6,1,5,34516,1323,33193,0.93,3422,78,0.53,0.04
708704433,Existing Customer,36,F,3,High School,Single,Unknown,Blue,23,6,3,4,2804,2090,714,1.25,2812,77,1.08,0.75
720906033,Existing Customer,35,M,1,Graduate,Married,$40K - $60K,Blue,25,5,4,4,5801,1176,4625,1.12,2987,52,0.86,0.20
719961183,Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,53,5,3,2,2271,1278,993,0.38,1550,33,0.65,0.56
718838808,Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,Blue,23,6,3,3,3107,2354,753,1.25,2720,48,1.18,0.76
